Prev_Sector,Sector,Moved_Cells,Timestep
1.0,1,1524,56080
2.0,2,1036,56080
3.0,3,1003,56080
0.0,0,1437,56090
1.0,1,1524,56090
2.0,2,1036,56090
3.0,3,1003,56090
0.0,0,1437,56100
1.0,1,1524,56100
2.0,2,1036,56100
3.0,3,1003,56100
0.0,0,1437,56110
1.0,1,1524,56110
2.0,2,1036,56110
3.0,3,1003,56110
0.0,0,1437,56120
1.0,1,1524,56120
2.0,2,1036,56120
3.0,3,1003,56120
0.0,0,1437,56130
1.0,1,1524,56130
2.0,2,1036,56130
3.0,3,1003,56130
0.0,0,1437,56140
1.0,1,1524,56140
2.0,2,1036,56140
3.0,3,1003,56140
0.0,0,1437,56150
1.0,1,1524,56150
2.0,2,1036,56150
3.0,3,1003,56150
0.0,0,1437,56160
1.0,1,1523,56160
1.0,2,1,56160
2.0,2,1036,56160
3.0,3,1003,56160
0.0,0,1437,56170
1.0,1,1523,56170
2.0,2,1037,56170
3.0,3,1003,56170
0.0,0,1437,56180
1.0,1,1523,56180
2.0,1,1,56180
2.0,2,1036,56180
3.0,3,1003,56180
0.0,0,1437,56190
1.0,1,1524,56190
2.0,2,1036,56190
3.0,3,1003,56190
0.0,0,1437,56200
1.0,1,1524,56200
2.0,2,1036,56200
3.0,3,1003,56200
0.0,0,1437,56210
1.0,1,1523,56210
1.0,2,1,56210
2.0,2,1036,56210
3.0,3,1003,56210
0.0,0,1437,56220
1.0,1,1523,56220
2.0,1,1,56220
2.0,2,1036,56220
3.0,3,1003,56220
0.0,0,1437,56230
1.0,1,1524,56230
2.0,2,1036,56230
3.0,3,1003,56230
0.0,0,1437,56240
1.0,1,1524,56240
2.0,2,1036,56240
3.0,3,1003,56240
0.0,0,1437,56250
1.0,1,1524,56250
2.0,1,1,56250
2.0,2,1035,56250
3.0,3,1003,56250
0.0,0,1437,56260
1.0,1,1525,56260
2.0,2,1035,56260
3.0,3,1003,56260
0.0,0,1437,56270
1.0,1,1524,56270
1.0,2,1,56270
2.0,2,1035,56270
3.0,3,1003,56270
0.0,0,1437,56280
1.0,1,1524,56280
2.0,2,1036,56280
3.0,3,1003,56280
0.0,0,1437,56290
1.0,1,1524,56290
2.0,2,1036,56290
3.0,3,1003,56290
0.0,0,1437,56300
1.0,1,1524,56300
2.0,2,1036,56300
3.0,3,1003,56300
0.0,0,1437,56310
1.0,1,1524,56310
2.0,2,1036,56310
3.0,3,1003,56310
0.0,0,1437,56320
1.0,1,1524,56320
2.0,2,1036,56320
3.0,3,1003,56320
0.0,0,1437,56330
1.0,1,1524,56330
2.0,2,1036,56330
3.0,3,1003,56330
0.0,0,1437,56340
1.0,1,1524,56340
2.0,2,1036,56340
3.0,3,1003,56340
0.0,0,1437,56350
1.0,1,1524,56350
2.0,2,1036,56350
3.0,3,1003,56350
0.0,0,1437,56360
1.0,1,1524,56360
2.0,2,1036,56360
3.0,3,1003,56360
0.0,0,1437,56370
1.0,1,1524,56370
2.0,2,1036,56370
3.0,3,1003,56370
0.0,0,1437,56380
1.0,1,1524,56380
2.0,2,1036,56380
3.0,3,1003,56380
0.0,0,1437,56390
1.0,1,1524,56390
2.0,2,1036,56390
3.0,3,1003,56390
0.0,0,1437,56400
1.0,1,1524,56400
2.0,2,1036,56400
3.0,3,1003,56400
0.0,0,1437,56410
1.0,1,1524,56410
2.0,2,1036,56410
3.0,3,1003,56410
0.0,0,1437,56420
1.0,1,1524,56420
2.0,2,1036,56420
3.0,3,1003,56420
0.0,0,1437,56430
1.0,1,1524,56430
2.0,2,1036,56430
3.0,3,1003,56430
0.0,0,1437,56440
1.0,1,1524,56440
2.0,2,1036,56440
3.0,3,1003,56440
0.0,0,1436,56450
0.0,2,1,56450
1.0,1,1523,56450
1.0,2,1,56450
2.0,2,1036,56450
3.0,3,1003,56450
0.0,0,1436,56460
1.0,1,1523,56460
2.0,2,1038,56460
3.0,3,1003,56460
0.0,0,1436,56470
1.0,1,1523,56470
2.0,0,1,56470
2.0,2,1037,56470
3.0,3,1003,56470
0.0,0,1437,56480
1.0,1,1522,56480
1.0,3,1,56480
2.0,2,1037,56480
3.0,3,1003,56480
0.0,0,1437,56490
1.0,1,1522,56490
2.0,2,1037,56490
3.0,3,1004,56490
0.0,0,1437,56500
1.0,1,1522,56500
2.0,2,1037,56500
3.0,3,1004,56500
0.0,0,1437,56510
1.0,1,1522,56510
2.0,2,1037,56510
3.0,3,1004,56510
0.0,0,1437,56520
1.0,1,1522,56520
2.0,2,1037,56520
3.0,3,1004,56520
0.0,0,1437,56530
1.0,1,1522,56530
2.0,2,1037,56530
3.0,1,1,56530
3.0,3,1003,56530
0.0,0,1437,56540
1.0,1,1523,56540
2.0,2,1037,56540
3.0,3,1003,56540
0.0,0,1437,56550
1.0,1,1523,56550
2.0,2,1037,56550
3.0,3,1003,56550
0.0,0,1437,56560
1.0,1,1523,56560
2.0,2,1037,56560
3.0,3,1003,56560
0.0,0,1437,56570
1.0,1,1523,56570
2.0,2,1037,56570
3.0,3,1003,56570
0.0,0,1437,56580
1.0,1,1523,56580
2.0,2,1037,56580
3.0,3,1003,56580
0.0,0,1437,56590
1.0,1,1523,56590
2.0,2,1037,56590
3.0,3,1003,56590
0.0,0,1437,56600
1.0,1,1523,56600
2.0,2,1037,56600
3.0,3,1003,56600
0.0,0,1437,56610
1.0,1,1522,56610
1.0,3,1,56610
2.0,2,1037,56610
3.0,3,1003,56610
0.0,0,1437,56620
1.0,1,1522,56620
2.0,2,1037,56620
3.0,1,1,56620
3.0,3,1003,56620
0.0,0,1437,56630
1.0,1,1523,56630
2.0,2,1037,56630
3.0,3,1003,56630
0.0,0,1437,56640
1.0,1,1523,56640
2.0,2,1037,56640
3.0,3,1003,56640
0.0,0,1437,56650
1.0,1,1523,56650
2.0,2,1037,56650
3.0,3,1003,56650
0.0,0,1437,56660
1.0,1,1523,56660
2.0,2,1037,56660
3.0,3,1003,56660
0.0,0,1437,56670
1.0,1,1522,56670
1.0,3,1,56670
2.0,2,1037,56670
3.0,3,1003,56670
0.0,0,1437,56680
1.0,1,1522,56680
2.0,2,1037,56680
3.0,3,1004,56680
0.0,0,1437,56690
1.0,1,1522,56690
2.0,2,1037,56690
3.0,3,1004,56690
0.0,0,1437,56700
1.0,1,1522,56700
2.0,2,1037,56700
3.0,3,1004,56700
0.0,0,1437,56710
1.0,1,1522,56710
2.0,2,1037,56710
3.0,3,1004,56710
0.0,0,1437,56720
1.0,1,1522,56720
2.0,2,1037,56720
3.0,3,1004,56720
0.0,0,1437,56730
1.0,1,1522,56730
2.0,2,1037,56730
3.0,3,1004,56730
0.0,0,1437,56740
1.0,1,1522,56740
2.0,2,1037,56740
3.0,3,1004,56740
0.0,0,1437,56750
1.0,1,1522,56750
2.0,2,1037,56750
3.0,3,1004,56750
0.0,0,1437,56760
1.0,1,1522,56760
2.0,2,1037,56760
3.0,3,1004,56760
0.0,0,1437,56770
1.0,1,1522,56770
2.0,2,1037,56770
3.0,3,1004,56770
0.0,0,1437,56780
1.0,1,1522,56780
2.0,2,1037,56780
3.0,3,1004,56780
0.0,0,1437,56790
1.0,1,1522,56790
2.0,2,1037,56790
3.0,3,1004,56790
0.0,0,1437,56800
1.0,1,1522,56800
2.0,2,1037,56800
3.0,3,1004,56800
0.0,0,1437,56810
1.0,1,1522,56810
2.0,2,1037,56810
3.0,3,1004,56810
0.0,0,1437,56820
1.0,1,1522,56820
2.0,2,1037,56820
3.0,3,1004,56820
0.0,0,1437,56830
1.0,1,1522,56830
2.0,2,1037,56830
3.0,3,1004,56830
0.0,0,1437,56840
1.0,1,1522,56840
2.0,2,1037,56840
3.0,3,1004,56840
0.0,0,1437,56850
1.0,1,1522,56850
2.0,2,1037,56850
3.0,3,1004,56850
0.0,0,1437,56860
1.0,1,1522,56860
2.0,2,1037,56860
3.0,3,1004,56860
0.0,0,1437,56870
1.0,1,1522,56870
2.0,2,1037,56870
3.0,3,1004,56870
0.0,0,1437,56880
1.0,1,1522,56880
2.0,2,1037,56880
3.0,3,1004,56880
0.0,0,1437,56890
1.0,1,1522,56890
2.0,2,1037,56890
3.0,3,1004,56890
0.0,0,1437,56900
1.0,1,1522,56900
2.0,2,1037,56900
3.0,3,1004,56900
0.0,0,1437,56910
1.0,1,1522,56910
2.0,2,1037,56910
3.0,3,1004,56910
0.0,0,1437,56920
1.0,1,1522,56920
2.0,2,1037,56920
3.0,3,1004,56920
0.0,0,1437,56930
1.0,1,1522,56930
2.0,2,1037,56930
3.0,3,1004,56930
0.0,0,1437,56940
1.0,1,1522,56940
2.0,2,1037,56940
3.0,3,1004,56940
0.0,0,1437,56950
1.0,1,1522,56950
2.0,2,1037,56950
3.0,3,1004,56950
0.0,0,1437,56960
1.0,1,1522,56960
2.0,2,1037,56960
3.0,3,1004,56960
0.0,0,1437,56970
1.0,1,1522,56970
2.0,2,1037,56970
3.0,3,1004,56970
0.0,0,1437,56980
1.0,1,1522,56980
2.0,2,1037,56980
3.0,3,1004,56980
0.0,0,1437,56990
1.0,1,1522,56990
2.0,2,1037,56990
3.0,3,1004,56990
0.0,0,1437,57000
1.0,1,1522,57000
2.0,2,1037,57000
3.0,3,1004,57000
0.0,0,1437,57010
1.0,1,1522,57010
2.0,2,1037,57010
3.0,3,1004,57010
0.0,0,1437,57020
1.0,1,1522,57020
2.0,2,1037,57020
3.0,3,1004,57020
0.0,0,1437,57030
1.0,1,1522,57030
2.0,2,1037,57030
3.0,3,1004,57030
0.0,0,1437,57040
1.0,1,1522,57040
2.0,2,1037,57040
3.0,3,1004,57040
0.0,0,1437,57050
1.0,1,1522,57050
2.0,2,1037,57050
3.0,3,1004,57050
0.0,0,1437,57060
1.0,1,1522,57060
2.0,2,1037,57060
3.0,3,1004,57060
0.0,0,1437,57070
1.0,1,1522,57070
2.0,2,1037,57070
3.0,3,1004,57070
0.0,0,1437,57080
1.0,1,1522,57080
2.0,2,1037,57080
3.0,3,1004,57080
0.0,0,1437,57090
1.0,1,1522,57090
2.0,2,1037,57090
3.0,3,1004,57090
0.0,0,1437,57100
1.0,1,1522,57100
2.0,2,1037,57100
3.0,3,1004,57100
0.0,0,1437,57110
1.0,1,1522,57110
2.0,2,1037,57110
3.0,3,1004,57110
0.0,0,1437,57120
1.0,1,1522,57120
2.0,2,1037,57120
3.0,3,1004,57120
0.0,0,1437,57130
1.0,1,1522,57130
2.0,2,1037,57130
3.0,3,1004,57130
0.0,0,1437,57140
1.0,1,1522,57140
2.0,2,1037,57140
3.0,3,1004,57140
0.0,0,1437,57150
1.0,1,1522,57150
2.0,2,1037,57150
3.0,3,1004,57150
0.0,0,1437,57160
1.0,1,1522,57160
2.0,2,1037,57160
3.0,3,1004,57160
0.0,0,1437,57170
1.0,1,1522,57170
2.0,2,1037,57170
3.0,3,1004,57170
0.0,0,1437,57180
1.0,1,1522,57180
2.0,2,1037,57180
3.0,3,1004,57180
0.0,0,1437,57190
1.0,1,1522,57190
2.0,2,1037,57190
3.0,3,1004,57190
0.0,0,1437,57200
1.0,1,1522,57200
2.0,2,1037,57200
3.0,3,1004,57200
0.0,0,1437,57210
1.0,1,1522,57210
2.0,2,1037,57210
3.0,3,1004,57210
0.0,0,1437,57220
1.0,1,1522,57220
2.0,2,1037,57220
3.0,3,1004,57220
0.0,0,1437,57230
1.0,1,1522,57230
2.0,2,1037,57230
3.0,3,1004,57230
0.0,0,1437,57240
1.0,1,1522,57240
2.0,2,1037,57240
3.0,3,1004,57240
0.0,0,1437,57250
1.0,1,1522,57250
2.0,2,1037,57250
3.0,3,1004,57250
0.0,0,1437,57260
1.0,1,1522,57260
2.0,2,1037,57260
3.0,3,1004,57260
0.0,0,1437,57270
1.0,1,1522,57270
2.0,2,1037,57270
3.0,3,1004,57270
0.0,0,1437,57280
1.0,1,1522,57280
2.0,2,1037,57280
3.0,3,1004,57280
0.0,0,1437,57290
1.0,1,1522,57290
2.0,2,1037,57290
3.0,3,1004,57290
0.0,0,1437,57300
1.0,1,1522,57300
2.0,2,1037,57300
3.0,3,1004,57300
0.0,0,1437,57310
1.0,1,1522,57310
2.0,2,1037,57310
3.0,3,1004,57310
0.0,0,1437,57320
1.0,1,1522,57320
2.0,2,1037,57320
3.0,3,1004,57320
0.0,0,1437,57330
1.0,1,1522,57330
2.0,2,1037,57330
3.0,3,1004,57330
0.0,0,1437,57340
1.0,1,1522,57340
2.0,2,1037,57340
3.0,3,1004,57340
0.0,0,1437,57350
1.0,1,1522,57350
2.0,2,1037,57350
3.0,3,1004,57350
0.0,0,1437,57360
1.0,1,1522,57360
2.0,2,1037,57360
3.0,3,1004,57360
0.0,0,1437,57370
1.0,1,1522,57370
2.0,2,1037,57370
3.0,3,1004,57370
0.0,0,1437,57380
1.0,1,1522,57380
2.0,2,1037,57380
3.0,3,1004,57380
0.0,0,1437,57390
1.0,1,1522,57390
2.0,2,1037,57390
3.0,3,1004,57390
0.0,0,1437,57400
1.0,1,1522,57400
2.0,2,1037,57400
3.0,3,1004,57400
0.0,0,1437,57410
1.0,1,1522,57410
2.0,2,1037,57410
3.0,3,1004,57410
0.0,0,1437,57420
1.0,1,1522,57420
2.0,2,1037,57420
3.0,3,1004,57420
0.0,0,1437,57430
1.0,1,1522,57430
2.0,2,1037,57430
3.0,3,1004,57430
0.0,0,1437,57440
1.0,1,1522,57440
2.0,2,1037,57440
3.0,3,1004,57440
0.0,0,1437,57450
1.0,1,1522,57450
2.0,2,1037,57450
3.0,3,1004,57450
0.0,0,1437,57460
1.0,1,1522,57460
2.0,2,1037,57460
3.0,3,1004,57460
0.0,0,1437,57470
1.0,1,1522,57470
2.0,2,1037,57470
3.0,3,1004,57470
0.0,0,1437,57480
1.0,1,1522,57480
2.0,2,1037,57480
3.0,3,1004,57480
0.0,0,1437,57490
1.0,1,1522,57490
2.0,2,1037,57490
3.0,3,1004,57490
0.0,0,1437,57500
1.0,1,1522,57500
2.0,2,1037,57500
3.0,3,1004,57500
0.0,0,1437,57510
1.0,1,1522,57510
2.0,2,1037,57510
3.0,3,1004,57510
0.0,0,1437,57520
1.0,1,1522,57520
2.0,2,1037,57520
3.0,3,1004,57520
0.0,0,1437,57530
1.0,1,1522,57530
2.0,2,1037,57530
3.0,3,1004,57530
0.0,0,1437,57540
1.0,1,1522,57540
2.0,2,1037,57540
3.0,3,1004,57540
0.0,0,1437,57550
1.0,1,1522,57550
2.0,2,1037,57550
3.0,3,1004,57550
0.0,0,1437,57560
1.0,1,1522,57560
2.0,2,1037,57560
3.0,3,1004,57560
0.0,0,1437,57570
1.0,1,1522,57570
2.0,2,1037,57570
3.0,3,1004,57570
0.0,0,1437,57580
1.0,1,1522,57580
2.0,2,1037,57580
3.0,3,1004,57580
0.0,0,1437,57590
1.0,1,1522,57590
2.0,2,1037,57590
3.0,3,1004,57590
0.0,0,1437,57600
1.0,1,1522,57600
2.0,2,1037,57600
3.0,3,1004,57600
0.0,0,1437,57610
1.0,1,1522,57610
2.0,2,1037,57610
3.0,3,1004,57610
0.0,0,1437,57620
1.0,1,1522,57620
2.0,2,1037,57620
3.0,3,1004,57620
0.0,0,1437,57630
1.0,1,1522,57630
2.0,2,1037,57630
3.0,3,1004,57630
0.0,0,1437,57640
1.0,1,1522,57640
2.0,2,1037,57640
3.0,3,1004,57640
0.0,0,1437,57650
1.0,1,1522,57650
2.0,2,1037,57650
3.0,3,1004,57650
0.0,0,1437,57660
1.0,1,1522,57660
2.0,2,1037,57660
3.0,3,1004,57660
0.0,0,1437,57670
1.0,1,1522,57670
2.0,2,1037,57670
3.0,3,1004,57670
0.0,0,1437,57680
1.0,1,1522,57680
2.0,2,1037,57680
3.0,3,1004,57680
0.0,0,1437,57690
1.0,1,1522,57690
2.0,2,1037,57690
3.0,3,1004,57690
0.0,0,1437,57700
1.0,1,1522,57700
2.0,2,1037,57700
3.0,3,1004,57700
0.0,0,1437,57710
1.0,1,1522,57710
2.0,2,1037,57710
3.0,3,1004,57710
0.0,0,1437,57720
1.0,1,1522,57720
2.0,2,1037,57720
3.0,3,1004,57720
0.0,0,1437,57730
1.0,1,1522,57730
2.0,2,1037,57730
3.0,3,1004,57730
0.0,0,1437,57740
1.0,1,1522,57740
2.0,2,1037,57740
3.0,3,1004,57740
0.0,0,1437,57750
1.0,1,1522,57750
2.0,2,1037,57750
3.0,3,1004,57750
0.0,0,1437,57760
1.0,1,1522,57760
2.0,2,1037,57760
3.0,3,1004,57760
0.0,0,1437,57770
1.0,1,1522,57770
2.0,2,1037,57770
3.0,3,1004,57770
0.0,0,1437,57780
1.0,1,1522,57780
2.0,2,1037,57780
3.0,3,1004,57780
0.0,0,1437,57790
1.0,1,1522,57790
2.0,2,1037,57790
3.0,3,1004,57790
0.0,0,1437,57800
1.0,1,1522,57800
2.0,2,1037,57800
3.0,3,1004,57800
0.0,0,1436,57810
0.0,3,1,57810
1.0,1,1522,57810
2.0,2,1037,57810
3.0,3,1004,57810
0.0,0,1436,57820
1.0,1,1522,57820
2.0,2,1037,57820
3.0,3,1005,57820
0.0,0,1436,57830
1.0,1,1522,57830
2.0,2,1037,57830
3.0,3,1005,57830
0.0,0,1436,57840
1.0,1,1522,57840
2.0,2,1037,57840
3.0,3,1005,57840
0.0,0,1436,57850
1.0,1,1522,57850
2.0,2,1037,57850
3.0,0,1,57850
3.0,3,1004,57850
0.0,0,1437,57860
1.0,1,1522,57860
2.0,2,1037,57860
3.0,3,1004,57860
0.0,0,1436,57870
0.0,3,1,57870
1.0,1,1522,57870
2.0,2,1037,57870
3.0,3,1004,57870
0.0,0,1436,57880
1.0,1,1522,57880
2.0,2,1037,57880
3.0,3,1005,57880
0.0,0,1436,57890
1.0,1,1522,57890
2.0,2,1037,57890
3.0,3,1005,57890
0.0,0,1436,57900
1.0,1,1522,57900
2.0,2,1037,57900
3.0,3,1005,57900
0.0,0,1436,57910
1.0,1,1522,57910
2.0,2,1037,57910
3.0,3,1005,57910
0.0,0,1436,57920
1.0,1,1522,57920
2.0,2,1037,57920
3.0,3,1005,57920
0.0,0,1436,57930
1.0,1,1522,57930
2.0,2,1037,57930
3.0,3,1005,57930
0.0,0,1436,57940
1.0,1,1522,57940
2.0,2,1037,57940
3.0,3,1005,57940
0.0,0,1436,57950
1.0,1,1522,57950
2.0,2,1037,57950
3.0,3,1005,57950
0.0,0,1436,57960
1.0,1,1522,57960
2.0,2,1037,57960
3.0,3,1005,57960
0.0,0,1436,57970
1.0,1,1522,57970
2.0,2,1037,57970
3.0,3,1005,57970
0.0,0,1436,57980
1.0,1,1522,57980
2.0,2,1037,57980
3.0,3,1005,57980
0.0,0,1436,57990
1.0,1,1522,57990
2.0,2,1037,57990
3.0,3,1005,57990
0.0,0,1436,58000
1.0,1,1522,58000
2.0,2,1037,58000
3.0,3,1005,58000
0.0,0,1436,58010
1.0,1,1522,58010
2.0,2,1037,58010
3.0,3,1005,58010
0.0,0,1436,58020
1.0,1,1522,58020
2.0,2,1037,58020
3.0,3,1005,58020
0.0,0,1436,58030
1.0,1,1522,58030
2.0,2,1037,58030
3.0,3,1005,58030
0.0,0,1436,58040
1.0,1,1522,58040
2.0,2,1037,58040
3.0,3,1005,58040
0.0,0,1436,58050
1.0,1,1522,58050
2.0,2,1037,58050
3.0,3,1005,58050
0.0,0,1436,58060
1.0,1,1522,58060
2.0,2,1037,58060
3.0,3,1005,58060
0.0,0,1436,58070
1.0,1,1522,58070
2.0,2,1037,58070
3.0,3,1005,58070
0.0,0,1436,58080
1.0,1,1522,58080
2.0,2,1037,58080
3.0,3,1005,58080
0.0,0,1436,58090
1.0,1,1522,58090
2.0,2,1037,58090
3.0,3,1005,58090
0.0,0,1436,58100
1.0,1,1522,58100
2.0,2,1037,58100
3.0,3,1005,58100
0.0,0,1436,58110
1.0,1,1522,58110
2.0,2,1037,58110
3.0,3,1005,58110
0.0,0,1436,58120
1.0,1,1522,58120
2.0,2,1037,58120
3.0,3,1005,58120
0.0,0,1436,58130
1.0,1,1522,58130
2.0,2,1037,58130
3.0,3,1005,58130
0.0,0,1436,58140
1.0,1,1522,58140
2.0,2,1037,58140
3.0,3,1005,58140
0.0,0,1436,58150
1.0,1,1522,58150
2.0,2,1037,58150
3.0,3,1005,58150
0.0,0,1436,58160
1.0,1,1522,58160
2.0,2,1037,58160
3.0,3,1005,58160
0.0,0,1436,58170
1.0,1,1522,58170
2.0,2,1037,58170
3.0,3,1005,58170
0.0,0,1436,58180
1.0,1,1522,58180
2.0,2,1037,58180
3.0,0,1,58180
3.0,3,1004,58180
0.0,0,1437,58190
1.0,1,1522,58190
2.0,2,1037,58190
3.0,3,1004,58190
0.0,0,1437,58200
1.0,1,1522,58200
2.0,2,1037,58200
3.0,3,1004,58200
0.0,0,1437,58210
1.0,1,1522,58210
2.0,2,1037,58210
3.0,3,1004,58210
0.0,0,1437,58220
1.0,1,1522,58220
2.0,2,1037,58220
3.0,3,1004,58220
0.0,0,1437,58230
1.0,1,1522,58230
2.0,2,1037,58230
3.0,3,1004,58230
0.0,0,1437,58240
1.0,1,1522,58240
2.0,2,1037,58240
3.0,3,1004,58240
0.0,0,1437,58250
1.0,1,1522,58250
2.0,2,1037,58250
3.0,3,1004,58250
0.0,0,1437,58260
1.0,1,1522,58260
2.0,2,1037,58260
3.0,3,1004,58260
0.0,0,1437,58270
1.0,1,1522,58270
2.0,2,1037,58270
3.0,3,1004,58270
0.0,0,1437,58280
1.0,1,1522,58280
2.0,2,1037,58280
3.0,1,1,58280
3.0,3,1003,58280
0.0,0,1437,58290
1.0,1,1523,58290
2.0,2,1037,58290
3.0,3,1003,58290
0.0,0,1437,58300
1.0,1,1523,58300
2.0,2,1037,58300
3.0,3,1003,58300
0.0,0,1437,58310
1.0,1,1523,58310
2.0,2,1037,58310
3.0,3,1003,58310
0.0,0,1437,58320
1.0,1,1523,58320
2.0,2,1037,58320
3.0,3,1003,58320
0.0,0,1437,58330
1.0,1,1523,58330
2.0,2,1037,58330
3.0,3,1003,58330
0.0,0,1437,58340
1.0,1,1523,58340
2.0,2,1037,58340
3.0,3,1003,58340
0.0,0,1437,58350
1.0,1,1523,58350
2.0,2,1037,58350
3.0,3,1003,58350
0.0,0,1437,58360
1.0,1,1523,58360
2.0,2,1037,58360
3.0,3,1003,58360
0.0,0,1437,58370
1.0,1,1523,58370
2.0,2,1037,58370
3.0,3,1003,58370
0.0,0,1437,58380
1.0,1,1523,58380
2.0,2,1037,58380
3.0,3,1003,58380
0.0,0,1437,58390
1.0,1,1523,58390
2.0,2,1037,58390
3.0,3,1003,58390
0.0,0,1437,58400
1.0,1,1522,58400
1.0,3,1,58400
2.0,2,1037,58400
3.0,3,1003,58400
0.0,0,1437,58410
1.0,1,1522,58410
2.0,2,1037,58410
3.0,1,1,58410
3.0,3,1003,58410
0.0,0,1437,58420
1.0,1,1523,58420
2.0,2,1037,58420
3.0,3,1003,58420
0.0,0,1437,58430
1.0,1,1523,58430
2.0,2,1037,58430
3.0,3,1003,58430
0.0,0,1437,58440
1.0,1,1523,58440
2.0,2,1037,58440
3.0,3,1003,58440
0.0,0,1437,58450
1.0,1,1522,58450
1.0,3,1,58450
2.0,2,1037,58450
3.0,3,1003,58450
0.0,0,1437,58460
1.0,1,1522,58460
2.0,2,1037,58460
3.0,3,1004,58460
0.0,0,1437,58470
1.0,1,1522,58470
2.0,2,1037,58470
3.0,3,1004,58470
0.0,0,1437,58480
1.0,1,1522,58480
2.0,2,1037,58480
3.0,3,1004,58480
0.0,0,1437,58490
1.0,1,1522,58490
2.0,2,1037,58490
3.0,3,1004,58490
0.0,0,1437,58500
1.0,1,1522,58500
2.0,2,1037,58500
3.0,3,1004,58500
0.0,0,1437,58510
1.0,1,1522,58510
2.0,2,1037,58510
3.0,3,1004,58510
0.0,0,1437,58520
1.0,1,1522,58520
2.0,2,1037,58520
3.0,3,1004,58520
0.0,0,1437,58530
1.0,1,1522,58530
2.0,2,1037,58530
3.0,3,1004,58530
0.0,0,1437,58540
1.0,1,1522,58540
2.0,2,1037,58540
3.0,3,1004,58540
0.0,0,1437,58550
1.0,1,1522,58550
2.0,2,1037,58550
3.0,3,1004,58550
0.0,0,1437,58560
1.0,1,1522,58560
2.0,2,1037,58560
3.0,1,1,58560
3.0,3,1003,58560
0.0,0,1437,58570
1.0,1,1522,58570
1.0,3,1,58570
2.0,2,1037,58570
3.0,3,1003,58570
0.0,0,1437,58580
1.0,1,1522,58580
2.0,2,1037,58580
3.0,3,1004,58580
0.0,0,1437,58590
1.0,1,1522,58590
2.0,2,1037,58590
3.0,3,1004,58590
0.0,0,1436,58600
0.0,1,1,58600
1.0,1,1522,58600
2.0,2,1037,58600
3.0,3,1004,58600
0.0,0,1436,58610
1.0,1,1523,58610
2.0,2,1037,58610
3.0,3,1004,58610
0.0,0,1436,58620
1.0,1,1523,58620
2.0,2,1037,58620
3.0,3,1004,58620
0.0,0,1436,58630
1.0,1,1523,58630
2.0,2,1037,58630
3.0,3,1004,58630
0.0,0,1436,58640
1.0,1,1523,58640
2.0,2,1037,58640
3.0,3,1004,58640
0.0,0,1436,58650
1.0,1,1523,58650
2.0,2,1037,58650
3.0,3,1004,58650
0.0,0,1436,58660
1.0,1,1523,58660
2.0,2,1037,58660
3.0,3,1004,58660
0.0,0,1436,58670
1.0,1,1523,58670
2.0,2,1037,58670
3.0,3,1004,58670
0.0,0,1436,58680
1.0,1,1523,58680
2.0,2,1037,58680
3.0,3,1004,58680
0.0,0,1436,58690
1.0,1,1523,58690
2.0,2,1037,58690
3.0,3,1004,58690
0.0,0,1436,58700
1.0,1,1523,58700
2.0,2,1037,58700
3.0,3,1004,58700
0.0,0,1436,58710
1.0,1,1523,58710
2.0,2,1037,58710
3.0,3,1004,58710
0.0,0,1436,58720
1.0,1,1523,58720
2.0,2,1037,58720
3.0,3,1004,58720
0.0,0,1436,58730
1.0,1,1523,58730
2.0,2,1037,58730
3.0,3,1004,58730
0.0,0,1436,58740
1.0,1,1523,58740
2.0,2,1037,58740
3.0,3,1004,58740
0.0,0,1436,58750
1.0,1,1523,58750
2.0,2,1037,58750
3.0,3,1004,58750
0.0,0,1436,58760
1.0,1,1523,58760
2.0,2,1037,58760
3.0,3,1004,58760
0.0,0,1436,58770
1.0,1,1523,58770
2.0,2,1037,58770
3.0,3,1004,58770
0.0,0,1436,58780
1.0,1,1523,58780
2.0,1,1,58780
2.0,2,1036,58780
3.0,3,1004,58780
0.0,0,1436,58790
1.0,1,1524,58790
2.0,2,1036,58790
3.0,3,1004,58790
0.0,0,1436,58800
1.0,1,1523,58800
1.0,2,1,58800
2.0,2,1036,58800
3.0,3,1004,58800
0.0,0,1436,58810
1.0,1,1523,58810
2.0,2,1037,58810
3.0,3,1004,58810
0.0,0,1436,58820
1.0,1,1523,58820
2.0,2,1037,58820
3.0,3,1004,58820
0.0,0,1436,58830
1.0,1,1523,58830
2.0,2,1037,58830
3.0,3,1004,58830
0.0,0,1436,58840
1.0,1,1523,58840
2.0,2,1037,58840
3.0,3,1004,58840
0.0,0,1436,58850
1.0,1,1523,58850
2.0,2,1037,58850
3.0,3,1004,58850
0.0,0,1436,58860
1.0,1,1523,58860
2.0,2,1037,58860
3.0,3,1004,58860
0.0,0,1436,58870
1.0,1,1523,58870
2.0,2,1037,58870
3.0,3,1004,58870
0.0,0,1436,58880
1.0,1,1523,58880
2.0,2,1037,58880
3.0,3,1004,58880
0.0,0,1436,58890
1.0,1,1523,58890
2.0,2,1037,58890
3.0,3,1004,58890
0.0,0,1436,58900
1.0,1,1523,58900
2.0,2,1037,58900
3.0,3,1004,58900
0.0,0,1436,58910
1.0,1,1523,58910
2.0,2,1037,58910
3.0,3,1004,58910
0.0,0,1436,58920
1.0,1,1523,58920
2.0,2,1037,58920
3.0,3,1004,58920
